0.109803921568627956862745098039345, 0.5490196078431373, 0.16470588235294117, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0 
0.396078431372549, 0.5137254901960784, 0.058823529411764705, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0 
0.42745098039215684, 0.984313725490196, 0.21176470588235294, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0 
0.2901960784313726, 0.1450980392156863, 0.4666666666666667, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0 
0.2, 0.6980392156862745, 0.8470588235294118, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0 
0.30196078431372547, 0.2549019607843137, 0.9529411764705882, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0 
0.9411764705882353, 0.9529411764705882, 0.3568627450980392, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0 
0.6274509803921569, 0.4588235294117647, 0.1411764705882353, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0 
0.5843137254901961, 0.26666666666666666, 0.0392156862745098, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0 
0.5411764705882353, 0.8156862745098039, 0.8313725490196079, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0 
0.9568627450980393, 0.047058823529411764, 0.4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0 
0.1803921568627451, 0.19607843137254902, 0.8862745098039215, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0 
0.9450980392156862, 0.43529411764705883, 0.8, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0 
0.3686274509803922, 0.9529411764705882, 0.8941176470588236, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0 
0.7098039215686275, 0.6235294117647059, 0.792156862745098, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0 
0.8274509803921568, 0.3686274509803922, 0.3176470588235294, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0 
0.9529411764705882, 0.4666666666666667, 0.1803921568627451, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0 
0.41568627450980394, 0.13725490196078433, 0.5450980392156862, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0 
0.7372549019607844, 0.8588235294117647, 0.8705882352941177, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0 
0.12156862745098039, 0.38823529411764707, 0.47058823529411764, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0 
0.8627450980392157, 0.5803921568627451, 0.34901960784313724, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0 
0.5254901960784314, 0.2784313725490196, 0.5843137254901961, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0 
0.09019607843137255, 0.16862745098039217, 0.3254901960784314, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0 
0.12156862745098039, 0.00784313725490196, 0.3333333333333333, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0 
0.48627450980392156, 0.0, 0.9294117647058824, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0 
